Departure Point,Destination,Fixed Fare,Flight Season,From Day,From Month,From To,Product,Program,To Day,To Month,Transformed To Month,Unique Value
"NCE","GB-MAN","22239","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-MANNCE"
"FRA","US-NYT","22240","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-NYTFRA"
"PAR","ES-MAD","22241","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPES-MADPAR"
"PAR","ES-MAD","22242","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPES-MADPAR"
"MRS","US-BOI","22243","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-BOIMRS"
"LYS","GB-LRS","22244","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-LRSLYS"
"NCE","GB-CAM","22245","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-CAMNCE"
"PAR","DE-BER","22246","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPDE-BERPAR"
"MRS","GB-MAN","22247","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-MANMRS"
"FRA","US-SFD","22248","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-SFDFRA"
"FRA","SG-SIN","22249","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPSG-SINFRA"
"GVA","GB-CAC","22250","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-CACGVA"
"BOD","US-SDO","22251","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-SDOBOD"
"NTE","US-SBA","22252","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-SBANTE"
"GVA","GB-BOU","22253","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-BOUGVA"
"PAR","GB-BRI","22254","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-BRIPAR"
"GVA","GB-MAS","22255","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-MASGVA"
"GVA","GB-EAS","22256","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-EASGVA"
"PAR","CN-BEJ","22257","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSCN-BEJPAR"
"BOD","US-BOE","22258","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-BOEBOD"
"GVA","US-SFM","22259","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SFMGVA"
"FRA","US-LAR","22260","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-LARFRA"
"TLS","GB-EAS","22261","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHGB-EASTLS"
"NCE","GB-CAM","22262","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-CAMNCE"
"GVA","CA-VAN","22263","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCA-VANGVA"
"GVA","GB-CAM","22264","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-CAMGVA"
"LYS","US-NYT","22265","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-NYTLYS"
"MRS","GB-CAM","22266","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPGB-CAMMRS"
"TLS","GB-OXF","22267","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPGB-OXFTLS"
"BOD","US-SEA","22268","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SEABOD"
"BOD","GB-BOU","22269","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-BOUBOD"
"GVA","US-LAR","22270","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-LARGVA"
"GVA","SG-SIN","22271","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPSG-SINGVA"
"MRS","GB-CAC","22272","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-CACMRS"
"MRS","US-MIA","22273","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-MIAMRS"
"TLS","US-SBA","22274","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-SBATLS"
"GVA","GB-BST","22275","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-BSTGVA"
"PAR","GB-BRI","22276","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-BRIPAR"
"BOD","US-CHS","22277","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHSBOD"
"TLS","US-SDO","22278","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-SDOTLS"
"MRS","US-LAR","22279","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-LARMRS"
"PAR","GB-CAM","22280","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-CAMPAR"
"LYS","US-SDO","22281","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDOLYS"
"BOD","US-SFD","22282","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-SFDBOD"
"FRA","JP-TYO","22283","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPJP-TYOFRA"
"FRA","US-SDO","22284","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDOFRA"
"TLS","US-LAR","22285","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-LARTLS"
"TLS","DE-BER","22286","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPDE-BERTLS"
"TLS","ZA-CAP","22287","HighSeason1","1.0","1.0","Jan-1 To Feb-28","LSP","AYP","28.0","2.0","2.0","LSPAYPZA-CAPTLS"
"NCE","US-MIA","22288","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-MIANCE"
"MRS","IT-ROM","22289","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPIT-ROMMRS"
"GVA","GB-BRI","22290","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-BRIGVA"
"PAR","SG-SIN","22291","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSSG-SINPAR"
"PAR","US-HNL","22292","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-HNLPAR"
"NCE","GB-CAC","22293","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-CACNCE"
"LYS","DE-MUN","22294","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPDE-MUNLYS"
"TLS","JP-TYO","22295","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYJP-TYOTLS"
"BOD","US-WAS","22296","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-WASBOD"
"GVA","US-CHI","22297","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHIGVA"
"NCE","US-NYT","22298","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-NYTNCE"
"LYS","SG-SIN","22299","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYSG-SINLYS"
"BOD","GB-BST","22300","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-BSTBOD"
"LYS","US-BOI","22301","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-BOILYS"
"TLS","DE-MUN","22302","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPDE-MUNTLS"
"PAR","GB-BRI","22303","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPGB-BRIPAR"
"PAR","GB-EAS","22304","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-EASPAR"
"BOD","GB-BOU","22305","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-BOUBOD"
"GVA","US-SDC","22306","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-SDCGVA"
"TLS","JP-TYO","22307","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHJP-TYOTLS"
"NCE","US-WAS","22308","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-WASNCE"
"MRS","US-SDO","22309","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-SDOMRS"
"FRA","US-SDO","22310","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SDOFRA"
"TLS","GB-CAE","22311","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPGB-CAETLS"
"NCE","JP-TYO","22312","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYJP-TYONCE"
"LYS","US-SEA","22313","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-SEALYS"
"NCE","CA-TOO","22314","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCA-TOONCE"
"GVA","US-BOI","22315","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-BOIGVA"
"LYS","US-CHI","22316","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-CHILYS"
"LYS","NZ-AUC","22317","LowSeason1","1.0","3.0","Mar-1 To Dec-31","ILS","ILS","31.0","12.0","12.0","ILSILSNZ-AUCLYS"
"MRS","GB-OXF","22318","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-OXFMRS"
"NCE","GB-CAE","22319","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-CAENCE"
"LYS","CA-VAN","22320","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSCA-VANLYS"
"GVA","GB-MAN","22321","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPGB-MANGVA"
"PAR","ES-BAR","22322","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPES-BARPAR"
"NCE","GB-EAS","22323","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-EASNCE"
"TLS","GB-BST","22324","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-BSTTLS"
"LYS","US-SFD","22325","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-SFDLYS"
"TLS","JP-TYO","22326","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPJP-TYOTLS"
"LYS","GB-MAN","22327","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-MANLYS"
"MRS","US-SBA","22328","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-SBAMRS"
"MRS","US-SFM","22329","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SFMMRS"
"GVA","US-BOI","22330","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-BOIGVA"
"LYS","US-BOI","22331","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-BOILYS"
"GVA","GB-LON","22332","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-LONGVA"
"MRS","GB-CAC","22333","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-CACMRS"
"TLS","US-LAR","22334","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-LARTLS"
"GVA","GB-LRS","22335","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-LRSGVA"
"LYS","US-MIA","22336","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-MIALYS"
"NCE","GB-BRI","22337","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-BRINCE"
"MRS","US-CHI","22338","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-CHIMRS"
"NCE","JP-TYO","22339","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPJP-TYONCE"
"TLS","US-LAR","22340","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-LARTLS"
"PAR","US-SDO","22341","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-SDOPAR"
"PAR","US-NYT","22342","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-NYTPAR"
"MRS","CA-TOO","22343","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSCA-TOOMRS"
"NCE","DE-BER","22344","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYDE-BERNCE"
"MRS","GB-LON","22345","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-LONMRS"
"LYS","JP-TYO","22346","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPJP-TYOLYS"
"FRA","US-NYT","22347","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-NYTFRA"
"NCE","US-BOI","22348","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-BOINCE"
"FRA","US-SDC","22349","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHUS-SDCFRA"
"BOD","US-SBA","22350","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SBABOD"
"FRA","US-CHS","22351","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-CHSFRA"
"LYS","US-WAS","22352","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHUS-WASLYS"
"NCE","US-WAS","22353","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-WASNCE"
"TLS","US-SFM","22354","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-SFMTLS"
"NTE","US-NYC","22355","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-NYCNTE"
"BOD","US-SFM","22356","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SFMBOD"
"LYS","US-NYT","22357","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHUS-NYTLYS"
"GVA","US-CHI","22358","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-CHIGVA"
"NCE","AU-SYD","22359","HighSeason1","1.0","1.0","Jan-1 To Feb-28","LSP","ILSP","28.0","2.0","2.0","LSPILSPAU-SYDNCE"
"TLS","GB-OXF","22360","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-OXFTLS"
"PAR","CA-VAN","22361","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPCA-VANPAR"
"LYS","GB-BST","22362","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-BSTLYS"
"GVA","US-LAR","22363","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-LARGVA"
"TLS","US-WAS","22364","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHUS-WASTLS"
"NCE","US-CHS","22365","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-CHSNCE"
"LYS","GB-CAC","22366","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-CACLYS"
"TLS","US-CHI","22367","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-CHITLS"
"PAR","GB-BRI","22368","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-BRIPAR"
"NCE","NZ-AUC","22369","LowSeason1","1.0","3.0","Mar-1 To Dec-31","LSP","ILSP","31.0","12.0","12.0","LSPILSPNZ-AUCNCE"
"BOD","US-NYT","22370","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYTBOD"
"TLS","DE-BER","22371","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPDE-BERTLS"
"LYS","CA-VAN","22372","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSCA-VANLYS"
"MRS","DE-BER","22373","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSDE-BERMRS"
"BOD","US-SEA","22374","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-SEABOD"
"TLS","AU-BRS","22375","HighSeason1","1.0","1.0","Jan-1 To Feb-28","LSP","AYP","28.0","2.0","2.0","LSPAYPAU-BRSTLS"
"LYS","GB-CAM","22376","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-CAMLYS"
"NCE","JP-TYO","22377","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYJP-TYONCE"
"BOD","US-SBA","22378","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-SBABOD"
"LYS","US-SFM","22379","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-SFMLYS"
"FRA","US-SDO","22380","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SDOFRA"
"GVA","SG-SIM","22381","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPSG-SIMGVA"
"FRA","US-HNL","22382","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-HNLFRA"
"PAR","GB-MAN","22383","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-MANPAR"
"NCE","US-BOE","22384","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-BOENCE"
"NCE","US-SDC","22385","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-SDCNCE"
"GVA","DE-MUN","22386","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPDE-MUNGVA"
"MRS","US-LAR","22387","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-LARMRS"
"LYS","US-WAS","22388","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHUS-WASLYS"
"TLS","ZA-CAP","22389","LowSeason1","1.0","3.0","Mar-1 To Dec-31","LSP","AYP","31.0","12.0","12.0","LSPAYPZA-CAPTLS"
"LYS","IE-DUB","22390","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYIE-DUBLYS"
"BOD","GB-EAS","22391","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPGB-EASBOD"
"PAR","US-NYT","22392","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYTPAR"
"TLS","SG-SIM","22393","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPSG-SIMTLS"
"NCE","DE-MUN","22394","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPDE-MUNNCE"
"TLS","US-CHS","22395","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHSTLS"
"PAR","IE-DUB","22396","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPIE-DUBPAR"
"MRS","GB-MAN","22397","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-MANMRS"
"LYS","GB-BRI","22398","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-BRILYS"
"PAR","US-HNL","22399","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-HNLPAR"
"GVA","US-NYC","22400","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-NYCGVA"
"PAR","US-SBA","22401","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-SBAPAR"
"GVA","DE-MUN","22402","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYDE-MUNGVA"
"NCE","IE-DUB","22403","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSIE-DUBNCE"
"LYS","US-SFM","22404","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SFMLYS"
"PAR","US-LAR","22405","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-LARPAR"
"TLS","CA-VAN","22406","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCA-VANTLS"
"GVA","US-WAS","22407","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-WASGVA"
"TLS","US-MIA","22408","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-MIATLS"
"BOD","GB-OXF","22409","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-OXFBOD"
"NCE","GB-LON","22410","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-LONNCE"
"MRS","US-SFD","22411","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-SFDMRS"
"FRA","JP-TYO","22412","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPJP-TYOFRA"
"NCE","GB-LON","22413","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-LONNCE"
"TLS","US-SFM","22414","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-SFMTLS"
"LYS","US-SFD","22415","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SFDLYS"
"PAR","CA-VAN","22416","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSCA-VANPAR"
"NCE","DE-MUN","22417","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYDE-MUNNCE"
